Linux 3.0.101-0.15-default (axle) 	11/22/2014 	_x86_64_

08:09:31 PM     CPU     %user     %nice   %system   %iowait    %steal     %idle
08:10:31 PM     all      6.27      0.00      6.58      0.03      0.00     87.12
08:11:31 PM     all      6.89      0.00      5.85      0.01      0.00     87.25
08:12:31 PM     all      4.47      0.00      1.93      0.00      0.00     93.60
08:13:31 PM     all      5.41      0.00      0.91      0.00      0.00     93.68
08:14:31 PM     all      5.02      0.00      1.32      0.00      0.00     93.66
08:15:31 PM     all      5.30      0.00      1.03      0.00      0.00     93.67
08:16:31 PM     all      4.36      0.00      2.02      0.00      0.00     93.62
08:17:31 PM     all      4.65      0.00      1.68      0.00      0.00     93.67
08:18:31 PM     all      6.14      0.00      0.13      0.00      0.00     93.73
08:19:31 PM     all      5.32      0.00      1.01      0.00      0.00     93.67
08:20:31 PM     all      4.81      0.00      1.54      0.00      0.00     93.65
